method,species,phenotype,description,all_time_s,corr_mean,corr_std,mae_mean,mae_std,mse_mean,mse_std,r2_mean,r2_std,cpu_mem_MB,gpu_mem_MB
Cropformer,Maize,EW,Ear Weight,251.1977,0.5225,0.06908,28.5743,4.5147,1039.0671,276.4734,-2.5767,0.9433,3258.4765,1932.0
Cropformer,Maize,DTT,Days to tasseling ,235.07779,0.5958,0.09569,22.9913,2.08497,539.869,98.9972,-66.3219,14.5516,3147.8828,1864.0
Cropformer,Millet,TSLW,Second Leaf Width,35.3455,0.4412,0.09653,0.7959,0.2435,0.7835,0.3627,-6.4718,4.2188,1717.4257,860.0
Cropformer,Millet,TSLL,Second Leaf Length,56.5807,0.5147,0.09373,13.1467,2.4573,219.0999,63.3784,-2.996,1.4084,1700.8398,838.0
Cropformer,Millet,SGN,Grain Number per Spike,16.4091,0.4029,0.09615,30.1431,6.3631,1370.8933,567.1105,-0.4645,0.5617,1725.9492,860.0
Cropformer,Millet,PGW,Per-Plant Grain Weight,26.512,0.2795,0.133,5.266,0.5522,39.7332,5.9639,-0.5857,0.4442,1729.02734,860.0
Cropformer,Millet,MSW,Main Stem Diameter,28.115,0.6069,0.09954,1.7832,0.2724,4.7957,1.5409,-0.1632,0.297,1717.664,838.0
Cropformer,Millet,MSSN,Main Stem Spikelet Number,22.9922,0.3402,0.06635,15.5242,2.8823,391.9979,140.5782,-0.3295,0.3357,1733.7265,862.0
Cropformer,Millet,MSPW,Main Stem Panicle Weight,58.2195,0.3347,0.1059,6.9248,1.1058,69.3193,17.8646,-1.007165,0.5765,1716.7929,860.0
Cropformer,Millet,MSPL,Main Stem Panicle Length,59.5811,0.5474,0.08436,9.3924,2.5022,121.1818,54.1842,-3.4082,1.9601,1718.2148,862.0
Cropformer,Millet,MSPD,Main Stem Panicle Diameter,52.8411,0.6888,0.06335,9.2469,1.3451,123.2032,31.4877,-0.2528,0.3385,1713.6054,862.0
Cropformer,Millet,MSH,Main Stem Height,66.9934,0.3156,0.08508,27.7205,4.8149,961.04115,254.2138,-3.7698,1.5791,1716.789,862.0
Cropformer,Millet,HKW,Hundred-Kernel Weight,25.8881,0.4234,0.1584,0.5202,0.1918,0.6819,0.6275,-145.31,121.8294,1708.4335,814.0
Cropformer,Millet,FNL,Flag Neck Length,42.624,0.5623,0.1102,11.2137,1.778,158.02108,44.6078,-3.5987,2.3976,1721.2226,860.0
Cropformer,Mouse,weight,Body Weight,68.5915,0.4623,0.03867,7.08273,1.1371,61.03552,16.02586,-4.4276,1.538,1710.6445,746.0
Cropformer,Mouse,Obesity.BMI,Body Mass Index,99.2644,0.1891,0.084,0.1625,0.05646,0.03783,0.02163,-9.7779,6.1521,1698.3515,746.0
Cropformer,Mouse,Anx,Anxiety-like Behavior,39.09134,0.4075,0.04707,0.5231,0.1276,0.4279,0.1893,-0.7169,0.7402,1703.9609,788.0
Cropformer,Pig,bf,Backfat Thickness at 100 kg body weight,120.185,0.6787,0.02423,4.7309,0.4983,29.6507,5.2801,-1.4286,0.4605,3470.5585,1812.0
Cropformer,Pig,age,Age at 100 kg body weight,104.5601,0.6886,0.01656,52.969,1.9116,2940.4003,201.2728,-11.4319,1.2045,3466.8085,1812.0
Cropformer,Rapeseed,FloweringTime,Flowering Time,62.9306,0.7833,0.08826,36.8653,4.4995,1426.8059,322.9634,-12.7301,3.8237,1654.03125,696.0
Cropformer,Rice,TGW_BLUP,Thousand-Grain Weight,13.9755,0.2203,0.1926,7.7227,3.2452,79.778,54.5983,-10.2456,8.8721,1433.1015,572.0
Cropformer,Rice,PPNP_BLUP,Panicle Number per Plant,17.7266,0.4478,0.09531,2.5866,0.4146,7.8778,2.1611,-5.834,3.6738,1446.3164,570.0
Cropformer,Rice,PH_BLUP,Plant Height,21.7887,0.4357,0.08935,18.38,6.3699,458.7414,283.6797,-2.965,2.4169,1447.4296,572.0
Cropformer,Rice,HD_BLUP,Heading Date,19.4155,0.5071,0.1685,22.01777,6.9814,607.4376,290.4699,-5.2082,3.1872,1446.4023,572.0
Cropformer,Rice,GYP_BLUP,Grain Yield per Plant,18.6144,0.3103,0.09782,7.5512,0.9156,64.401,14.009649,-8.1703,2.4355,1448.2578,572.0
Cropformer,Rice,GW_BLUP,Grain Weight,12.03675,0.8131,0.04207,0.8039,0.4352,0.8938,0.8796,-7.08807,7.3795,1432.7851,572.0
Cropformer,Rice,GL_BLUP,Grain Length,12.3638,0.8197,0.02447,2.845,0.5357,9.2792,3.5722,-6.7717,2.5931,1440.7343,572.0
Cropformer,Soybean,VBN_BLUP,,217.5566,0.6505,0.03104,0.9585,0.2692,1.2991,0.6291,-0.8833,0.8392,3664.7578,2056.0
Cropformer,Soybean,PLH_BLUP,,212.8945,0.6361,0.0442,26.3543,2.6131,851.6036,153.8261,-2.1045,0.4031,3640.02343,2008.0
Cropformer,Soybean,BBD_BLUP,,272.5833,0.6359,0.03747,22.3864,3.0397,558.07227,142.1358,-6.2345,2.2883,3662.8945,2056.0
Cropformer,Wheat,deregressed.blups,Deregressed BLUPs,155.7826,0.4798,0.02693,395.483,13.7813,2.5491e+5,19044.4375,0.09834,0.09749,4116.9804,2054.0
Cropformer,Wheat,blups,Best Linear Unbiased Predictors (BLUPs),545.8919,0.4859,0.02949,242.4872,8.9701,96534.9971,7098.3306,0.1407,0.06218,4133.1328,2018.0
Cropformer,Wheat,Adj.Grain.Yield,Adjusted Grain Yield,115.787,0.4412,0.08707,408.9416,114.3837,2.8931e+5,1.7991e+5,0.0003432,0.5492,4118.3671,2054.0
Cropformer,Yeast,Tunicamycin,Growth Response under Tunicamycin,30.7892,0.806,0.03599,2.481,0.2608,10.05651,2.1214,0.5224,0.1192,1624.9296,704.0
Cropformer,Yeast,Magnesium_Sulfate,Growth Response under Magnesium Sulfate,30.9728,0.6765,0.03778,1.428,0.1936,3.8638,0.8081,0.247,0.3028,1619.7812,708.0
Cropformer,Yeast,Cobalt_Chloride,Growth Response under Cobalt Chloride,25.9136,0.6958,0.07632,1.7687,0.26,5.02159,1.4268,0.3469,0.2116,1623.3437,704.0
GEFormer,Cattle,scs,	Somatic cell score,282.8819,0.7383,0.01981,0.5686,0.03438,0.5154,0.06171,0.481,0.06651,6041.3085,2248.0
GEFormer,Cattle,mkg,Milk yield,403.2417,0.7679,0.01594,0.5717,0.05038,0.5129,0.08684,0.482,0.0983,6059.3437,2248.0
GEFormer,Cattle,fpro,Fat percentage,668.6961,0.8108,0.01433,0.4874,0.02649,0.3805,0.04411,0.617,0.04934,6040.4726,2248.0
GEFormer,Chicken,EW36,Egg Weight at 36 weeks,85.4597,0.2689,0.1224,3.2766,0.641,17.2343,6.1357,-0.6851,0.7716,1442.5,604.0
GEFormer,Chicken,EW28,Egg Weight at 28 weeks,57.275,0.2523,0.07186,3.08786,0.5939,15.09978,5.4207,-0.2707,0.4012,1435.7187,644.0
GEFormer,Chickpea,Plant_height,Plant Height,112.5412,0.5846,0.03443,6.529,0.5408,72.4012,12.1104,0.261,0.1075,4761.7851,1784.0
GEFormer,Chickpea,Hundred_seed_weight,Hundred-Seed Weight,56.3622,0.6246,0.02677,5.6737,0.3682,60.01993,7.8809,0.3541,0.06003,4761.2812,1838.0
GEFormer,Chickpea,Days_to_0.5_flowering,Days to 50% flowering,173.06006,0.4854,0.04386,11.6136,0.7765,216.9186,28.2921,0.1711,0.0908,4759.3125,1836.0
GEFormer,Cotton,FibStr_17_18,Fiber Strength,103.9152,0.5914,0.08356,1.54,0.3299,3.9213,1.4683,-0.225,0.4919,1325.746,576.0
GEFormer,Cotton,FibMic_17_18,Micronaire,38.5725,0.4816,0.06813,0.3148,0.06981,0.1528,0.05652,-0.3597,0.5763,1326.8906,604.0
GEFormer,Cotton,FibLen_17_18,Fiber Length,74.09762,0.5426,0.1076,1.4844,0.3385,3.4071,1.4109,-0.3275,0.6092,1325.2695,576.0
GEFormer,Cotton,FibElo_17_18,Fiber Elongation,62.7873,0.4953,0.06752,0.7706,0.128,0.9964,0.3212,-0.1064,0.3309,1327.6679,576.0
GEFormer,Loblolly_Pine,stiffnessTree,Stiffness Tree,19.02988,0.249,0.1379,0.9288,0.07706,1.4646,0.2639,-0.007233,0.08778,1448.414,600.0
GEFormer,Loblolly_Pine,rootnumbin,Rootnum_bin,16.2592,0.1245,0.0786,0.2226,0.02206,0.07532,0.01596,-0.1594,0.1601,1449.01171,632.0
GEFormer,Loblolly_Pine,rootnum,Rootnum,11.4229,0.1365,0.1063,0.7716,0.06318,0.9641,0.1301,-0.06951,0.09456,1453.875,724.0
GEFormer,Loblolly_Pine,lignin,Lignin,16.759,0.1171,0.1388,0.9952,0.0857,1.6325,0.2403,-0.1624,0.182,1467.1757,632.0
GEFormer,Loblolly_Pine,lateWood%4,Late Wood %4,20.2253,0.09806,0.1092,1.3262,0.09438,2.8927,0.3676,-0.2217,0.2051,1472.09375,632.0
GEFormer,Loblolly_Pine,density,Density,17.5727,0.1511,0.06688,2.00684,0.157,7.3767,1.2471,-0.24,0.22,1450.246,632.0
GEFormer,Loblolly_Pine,c5c6,C5C6,17.03751,0.1009,0.091,2.3614,0.2371,9.06846,1.7778,-0.3249,0.2152,1472.2968,632.0
GEFormer,Maize,PH,Plant Height,118.4938,0.624,0.06386,19.1602,9.3608,607.6571,553.9344,-0.3671,1.1931,3742.9843,1452.0
GEFormer,Maize,EW,Ear Weight,75.7607,0.4714,0.07138,12.9342,1.3657,272.2992,58.649,0.07198,0.1638,3745.4882,1452.0
GEFormer,Maize,DTT,Days to tasseling ,110.2813,0.4632,0.1055,3.2834,0.9702,16.1664,8.08916,-0.9637,0.9412,3743.871,1452.0
GEFormer,Millet,TSLW,Second Leaf Width,26.3719,0.276,0.0917,0.3066,0.04724,0.1458,0.04361,-0.2897,0.2461,1699.3789,914.0
GEFormer,Millet,TSLL,Second Leaf Length,64.1519,0.496,0.06784,5.7334,0.6655,51.6025,11.1384,0.08625,0.09537,1703.9257,914.0
GEFormer,Millet,SGN,Grain Number per Spike,15.3639,0.3852,0.08685,23.4898,1.2807,899.9784,138.9662,0.03283,0.1135,1701.6132,914.0
GEFormer,Millet,PGW,Per-Plant Grain Weight,32.9349,0.2598,0.139,3.9264,0.4743,26.3298,6.8398,-0.004708,0.1343,1700.2617,914.0
GEFormer,Millet,MSW,Main Stem Diameter,58.9127,0.5665,0.08386,1.4087,0.192,3.3867,0.796,0.1751,0.1793,1700.2734,914.0
GEFormer,Millet,MSSN,Main Stem Spikelet Number,41.1327,0.2944,0.1019,13.62,1.3803,306.493,60.7598,-0.06496,0.1918,1700.7695,914.0
GEFormer,Millet,MSPW,Main Stem Panicle Weight,35.3762,0.2611,0.161,4.7414,0.5609,36.9406,8.6736,-0.03912,0.1303,1699.8007,914.0
GEFormer,Millet,MSPL,Main Stem Panicle Length,43.3576,0.5559,0.06964,3.7131,0.4461,22.6256,4.6164,0.1772,0.1092,1701.7382,914.0
GEFormer,Millet,MSPD,Main Stem Panicle Diameter,35.593,0.6062,0.1131,6.5658,1.02386,70.739,20.822,0.2908,0.163,1699.5585,914.0
GEFormer,Millet,MSH,Main Stem Height,63.6987,0.2421,0.0815,12.1206,1.2515,231.2396,46.7019,-0.113,0.1542,1700.03125,914.0
GEFormer,Millet,HKW,Hundred-Kernel Weight,19.1483,0.4338,0.1628,0.07921,0.05341,0.3606,0.7202,-1.2986,2.3514,1699.7539,914.0
GEFormer,Millet,FNL,Flag Neck Length,36.3068,0.5511,0.1257,4.04237,0.6255,37.2361,37.2944,0.2144,0.1354,1699.4531,914.0
GEFormer,Mouse,weight,Body Weight,104.3609,0.4153,0.05051,2.5761,0.1239,10.4592,1.2136,0.07157,0.1202,1712.7617,914.0
GEFormer,Mouse,Obesity.BMI,Body Mass Index,57.006509,0.2001,0.06794,0.05161,0.0067,0.004091,0.000977,-0.1659,0.26,1714.707,914.0
GEFormer,Mouse,Anx,Anxiety-like Behavior,71.03918,0.3918,0.03215,0.3893,0.03672,0.241,0.04286,0.02386,0.1614,1716.3125,914.0
GEFormer,Pig,bf,Backfat Thickness at 100 kg body weight,120.5686,0.6783,0.02878,2.229,0.2098,8.199,1.5221,0.3315,0.1148,4332.5703,1750.0
GEFormer,Pig,age,Age at 100 kg body weight,123.4129,0.6831,0.01634,9.5379,0.6374,149.7865,22.8874,0.3689,0.08755,4332.1796,1750.0
GEFormer,Rapeseed,FloweringTime,Flowering Time,45.3073,0.7129,0.05779,8.3773,1.3415,101.586,23.6052,0.0005946,0.3624,1565.5039,914.0
GEFormer,Rice,TGW_BLUP,Thousand-Grain Weight,30.2689,0.2383,0.1091,2.3076,0.3241,9.002916,2.6243,-0.2135,0.2264,1350.2539,594.0
GEFormer,Rice,PPNP_BLUP,Panicle Number per Plant,57.1994,0.3784,0.1399,0.8905,0.1224,1.3399,0.4189,-0.0387,0.1824,1353.5937,594.0
GEFormer,Rice,PH_BLUP,Plant Height,41.5191,0.375,0.1068,7.9882,1.4354,116.9971,43.9824,0.03029,0.1288,1353.0625,594.0
GEFormer,Rice,HD_BLUP,Heading Date,58.7191,0.5039,0.1303,7.6138,0.6989,83.3679,13.3271,0.1721,0.1208,1352.08984,594.0
GEFormer,Rice,GYP_BLUP,Grain Yield per Plant,19.06119,0.1661,0.08744,2.2451,0.1522,8.4111,1.8517,-0.1716,0.1232,1353.7343,618.0
GEFormer,Rice,GW_BLUP,Grain Weight,28.7529,0.8092,0.03534,0.2031,0.0615,0.06455,0.03939,0.4309,0.2904,1349.1054,594.0
GEFormer,Rice,GL_BLUP,Grain Length,24.6727,0.819,0.02505,0.5597,0.1024,0.5438,0.1702,0.5416,0.131,1343.2109,578.0
GEFormer,Soybean,VBN_BLUP,,69.4852,0.5921,0.03216,0.5266,0.03083,0.4942,0.05749,0.2812,0.05434,4536.6601,1690.0
GEFormer,Soybean,PLH_BLUP,,101.8105,0.5593,0.03692,11.3773,0.8173,222.4296,26.1952,0.1826,0.09734,4533.7929,1716.0
GEFormer,Soybean,BBD_BLUP,,57.5893,0.5851,0.02661,5.5776,0.4186,56.9874,7.9068,0.2789,0.05736,4534.8281,1740.0
GEFormer,Wheat,deregressed.blups,Deregressed BLUPs,125.4644,0.4618,0.02589,374.401,13.07037,2.3225e+5,14850.5124,0.1816,0.04042,5287.6679,2134.0
GEFormer,Wheat,blups,Best Linear Unbiased Predictors (BLUPs),59.9824,0.4646,0.03023,235.5832,8.5197,92160.8963,5887.3315,0.179,0.06199,5285.5898,2132.0
GEFormer,Wheat,Adj.Grain.Yield,Adjusted Grain Yield,201.02927,0.4498,0.03473,420.7438,37.4092,2.8341e+5,46707.6665,0.0004579,0.1653,5291.7031,2132.0
GEFormer,Yeast,Tunicamycin,Growth Response under Tunicamycin,34.7905,0.7602,0.04504,2.3731,0.1902,9.3157,1.5916,0.5597,0.081,1513.7421,788.0
GEFormer,Yeast,Magnesium_Sulfate,Growth Response under Magnesium Sulfate,22.6978,0.6443,0.04583,1.1825,0.1291,3.2506,0.6284,0.3987,0.05477,1509.3085,666.0
GEFormer,Yeast,Cobalt_Chloride,Growth Response under Cobalt Chloride,26.7132,0.6579,0.08595,1.7498,0.1747,4.94,1.1974,0.3588,0.1794,1516.9492,788.0
CropARNet,Cattle,scs,	Somatic cell score,456.02658,0.7327,0.01959,0.599,0.1097,0.575,0.2022,0.4317,0.1516,5947.4375,2252.0
CropARNet,Cattle,mkg,Milk yield,242.0553,0.7634,0.01655,0.549,0.03309,0.4801,0.05594,0.5163,0.05704,5983.4531,2294.0
CropARNet,Cattle,fpro,Fat percentage,314.995,0.8026,0.01101,0.4943,0.03059,0.3918,0.04684,0.6066,0.04287,5968.01562,2294.0
CropARNet,Chicken,EW36,Egg Weight at 36 weeks,57.3162,0.2931,0.1198,2.7853,0.3425,12.4178,3.7326,-0.1629,0.2618,1410.1406,584.0
CropARNet,Chicken,EW28,Egg Weight at 28 weeks,65.7576,0.307,0.09024,2.8555,0.408,12.9194,3.5743,-0.07247,0.1546,1392.1679,582.0
CropARNet,Chickpea,Plant_height,Plant Height,163.2418,0.5849,0.03515,6.26,0.3752,66.2712,7.6901,0.3239,0.04345,4719.7929,1874.0
CropARNet,Chickpea,Hundred_seed_weight,Hundred-Seed Weight,91.05475,0.6317,0.02937,5.5634,0.2583,58.5553,5.1571,0.3669,0.05612,4720.9101,1848.0
CropARNet,Chickpea,Days_to_0.5_flowering,Days to 50% flowering,122.0586,0.483,0.04038,11.2521,0.6135,206.8287,20.8733,0.21,0.05144,4719.7265,1862.0
CropARNet,Cotton,FibStr_17_18,Fiber Strength,45.3021,0.6214,0.08933,1.1623,0.1032,2.2077,0.3423,0.3072,0.1313,1284.6562,534.0
CropARNet,Cotton,FibMic_17_18,Micronaire,43.8902,0.5061,0.06886,0.2492,0.02478,0.1001,0.01698,0.1311,0.1259,1285.3164,534.0
CropARNet,Cotton,FibLen_17_18,Fiber Length,36.01901,0.5485,0.1348,1.179,0.2329,2.3777,0.769,0.0957,0.275,1283.5195,534.0
CropARNet,Cotton,FibElo_17_18,Fiber Elongation,35.402,0.5013,0.05256,0.6514,0.05311,0.7029,0.1143,0.2194,0.065,1286.1406,534.0
CropARNet,Loblolly_Pine,stiffnessTree,Stiffness Tree,22.0908,0.2464,0.1052,0.9706,0.09221,1.5864,0.3265,-0.0875,0.1313,1458.01953,580.0
CropARNet,Loblolly_Pine,rootnumbin,Rootnum_bin,19.8959,0.09278,0.07203,0.2202,0.02388,0.07578,0.01682,-0.162,0.1512,1423.3085,580.0
CropARNet,Loblolly_Pine,rootnum,Rootnum,15.8157,0.07765,0.1126,0.7678,0.07777,0.9555,0.1798,-0.04797,0.06275,1425.7304,580.0
CropARNet,Loblolly_Pine,lignin,Lignin,17.1443,0.09787,0.08199,0.9466,0.0649,1.5139,0.1533,-0.07646,0.1147,1423.6523,580.0
CropARNet,Loblolly_Pine,lateWood%4,Late Wood %4,11.612,0.07429,0.1044,1.2485,0.0679,2.5166,0.2648,-0.0578,0.1179,1423.2187,580.0
CropARNet,Loblolly_Pine,density,Density,11.3308,0.1254,0.05686,1.8165,0.1615,6.4261,1.2662,-0.06197,0.07708,1373.832,590.0
CropARNet,Loblolly_Pine,c5c6,C5C6,16.7198,0.134,0.07,2.2598,0.1755,8.5074,1.0547,-0.2487,0.1571,1423.7148,580.0
CropARNet,Maize,PH,Plant Height,153.6757,0.6414,0.06251,12.7186,1.2665,267.917,51.2845,0.3792,0.07314,3783.3789,1628.0
CropARNet,Maize,EW,Ear Weight,153.3499,0.4948,0.06348,12.08945,0.9643,242.8661,45.2044,0.174,0.08072,3783.7226,1594.0
CropARNet,Maize,DTT,Days to tasseling ,159.3021,0.4485,0.2126,2.2096,0.5228,8.2092,3.7545,0.002425,0.4184,3769.5156,1628.0
CropARNet,Millet,TSLW,Second Leaf Width,43.6466,0.2069,0.1967,0.2703,0.03475,0.1176,0.02864,-0.03388,0.08583,1710.832,896.0
CropARNet,Millet,TSLL,Second Leaf Length,57.1371,0.4822,0.08459,5.3952,0.6902,48.3029,13.07842,0.1474,0.1292,1712.5703,896.0
CropARNet,Millet,SGN,Grain Number per Spike,34.6753,0.3723,0.1025,23.2373,1.7433,853.9874,127.7619,0.0824,0.09419,1714.5546,896.0
CropARNet,Millet,PGW,Per-Plant Grain Weight,36.6215,0.2373,0.1493,4.04904,0.3841,26.5578,5.07096,-0.01792,0.05836,1713.3359,896.0
CropARNet,Millet,MSW,Main Stem Diameter,50.799,0.4652,0.2322,1.4068,0.1172,3.3298,0.5453,0.1835,0.1393,1711.8203,896.0
CropARNet,Millet,MSSN,Main Stem Spikelet Number,38.5234,0.281,0.09951,13.1493,1.4033,301.3038,83.4487,-0.02099,0.07363,1714.0,896.0
CropARNet,Millet,MSPW,Main Stem Panicle Weight,39.1598,0.2012,0.1393,4.6874,0.4998,36.4171,7.6074,-0.02696,0.06878,1713.7812,896.0
CropARNet,Millet,MSPL,Main Stem Panicle Length,43.8202,0.5426,0.07105,3.6055,0.3146,20.9701,3.187,0.2304,0.1036,1713.1796,896.0
CropARNet,Millet,MSPD,Main Stem Panicle Diameter,28.6738,0.5959,0.1114,6.4115,1.09404,72.3316,28.04561,0.2843,0.2027,1711.8515,896.0
CropARNet,Millet,MSH,Main Stem Height,41.2586,0.2392,0.09346,11.6997,0.8667,224.1209,38.2365,-0.08234,0.1415,1713.1406,896.0
CropARNet,Millet,HKW,Hundred-Kernel Weight,17.9041,0.4263,0.1608,0.08471,0.05461,0.3588,0.7163,-1.1018,1.293,1713.9179,896.0
CropARNet,Millet,FNL,Flag Neck Length,36.2839,0.5299,0.1221,3.8994,0.4475,35.4365,34.4034,0.2343,0.1189,1712.9687,896.0
CropARNet,Mouse,weight,Body Weight,93.1688,0.4255,0.02792,2.64,0.1968,10.5913,1.5586,0.06767,0.08299,1726.5234,896.0
CropARNet,Mouse,Obesity.BMI,Body Mass Index,26.5093,0.1732,0.09711,0.04732,0.003154,0.003517,0.0004103,-0.000804,0.0216,1728.7734,896.0
CropARNet,Mouse,Anx,Anxiety-like Behavior,39.8828,0.3859,0.04639,0.3793,0.02906,0.2282,0.03137,0.07587,0.1121,1727.5156,896.0
CropARNet,Pig,bf,Backfat Thickness at 100 kg body weight,220.3738,0.6744,0.02702,2.1122,0.1366,7.2032,0.6865,0.4115,0.05368,4347.9609,1732.0
CropARNet,Pig,age,Age at 100 kg body weight,92.838,0.6881,0.01512,9.8566,2.2559,163.6819,76.09154,0.3122,0.3145,4347.7968,1728.0
CropARNet,Rapeseed,FloweringTime,Flowering Time,55.7432,0.7725,0.07835,5.689,1.7224,68.6547,28.9251,0.3456,0.3165,1546.9804,896.0
CropARNet,Rice,TGW_BLUP,Thousand-Grain Weight,27.5295,0.2311,0.1156,2.1686,0.2589,7.9947,2.03816,-0.06854,0.1258,1413.5859,560.0
CropARNet,Rice,PPNP_BLUP,Panicle Number per Plant,35.9955,0.356,0.1553,0.825,0.08067,1.1377,0.2654,0.1076,0.1056,1413.707,564.0
CropARNet,Rice,PH_BLUP,Plant Height,42.01709,0.4001,0.08973,7.8534,1.04384,108.265,31.8078,0.08665,0.09808,1413.625,560.0
CropARNet,Rice,HD_BLUP,Heading Date,28.5128,0.4522,0.1807,7.4846,0.7515,89.2508,17.7608,0.109,0.1981,1413.5937,564.0
CropARNet,Rice,GYP_BLUP,Grain Yield per Plant,75.2241,0.2081,0.08951,2.0712,0.2039,7.5094,1.8604,-0.03301,0.03977,1413.707,562.0
CropARNet,Rice,GW_BLUP,Grain Weight,39.6182,0.8121,0.0344,0.1608,0.0218,0.04165,0.009822,0.6259,0.06185,1413.5859,560.0
CropARNet,Rice,GL_BLUP,Grain Length,27.2643,0.8204,0.02521,0.5594,0.0989,0.5313,0.167,0.5573,0.1176,1413.5859,560.0
CropARNet,Soybean,VBN_BLUP,,70.4472,0.594,0.03147,0.554,0.05258,0.5241,0.07264,0.2332,0.1186,4580.5507,1708.0
CropARNet,Soybean,PLH_BLUP,,133.3587,0.5939,0.0514,9.9785,0.3717,185.6837,17.8992,0.3177,0.07079,4580.1015,1756.0
CropARNet,Soybean,BBD_BLUP,,62.4389,0.6017,0.02586,5.2346,0.1502,53.2869,4.7946,0.3234,0.03381,4580.7578,1708.0
CropARNet,Wheat,deregressed.blups,Deregressed BLUPs,59.09612,0.4668,0.02345,371.4001,10.1761,2.2789e+5,10784.4378,0.1969,0.02293,5330.5273,2124.0
CropARNet,Wheat,blups,Best Linear Unbiased Predictors (BLUPs),50.8682,0.4702,0.02971,232.9249,6.6026,89777.5021,5122.9103,0.201,0.04118,5329.2304,2124.0
CropARNet,Wheat,Adj.Grain.Yield,Adjusted Grain Yield,196.8978,0.4696,0.02938,374.2109,15.2181,2.3211e+5,20904.1168,0.1838,0.03855,5331.7031,2124.0
CropARNet,Yeast,Tunicamycin,Growth Response under Tunicamycin,17.8332,0.7812,0.04194,2.2888,0.1697,8.7981,1.359,0.5838,0.07507,1645.2304,1006.0
CropARNet,Yeast,Magnesium_Sulfate,Growth Response under Magnesium Sulfate,12.1043,0.6638,0.04065,1.1883,0.1671,3.4426,0.7297,0.3646,0.06767,1649.5976,1010.0
CropARNet,Yeast,Cobalt_Chloride,Growth Response under Cobalt Chloride,16.4583,0.6492,0.0689,1.7322,0.1167,4.8383,0.7715,0.3785,0.0886,1646.2304,1006.0
